URI|PROPERTY|ENGLISH
http://snomed.info/id/223622003|http://www.w3.org/2004/02/skos/core#prefLabel|Fiji
http://snomed.info/id/223623008|http://www.w3.org/2004/02/skos/core#prefLabel|Kiribati
http://snomed.info/id/223624002|http://www.w3.org/2004/02/skos/core#prefLabel|Nauru
http://snomed.info/id/223625001|http://www.w3.org/2004/02/skos/core#prefLabel|New Zealand
http://snomed.info/id/223626000|http://www.w3.org/2004/02/skos/core#prefLabel|Papua New Guinea
http://snomed.info/id/223627009|http://www.w3.org/2004/02/skos/core#prefLabel|Solomon islands
http://snomed.info/id/223628004|http://www.w3.org/2004/02/skos/core#prefLabel|Tonga
http://snomed.info/id/223629007|http://www.w3.org/2004/02/skos/core#prefLabel|Tuvalu
http://snomed.info/id/223630002|http://www.w3.org/2004/02/skos/core#prefLabel|Vanuatu
http://snomed.info/id/223631003|http://www.w3.org/2004/02/skos/core#prefLabel|Samoa
http://snomed.info/id/223633000|http://www.w3.org/2004/02/skos/core#prefLabel|European country
http://snomed.info/id/223634006|http://www.w3.org/2004/02/skos/core#prefLabel|Central European country
http://snomed.info/id/223635007|http://www.w3.org/2004/02/skos/core#prefLabel|Austria
http://snomed.info/id/223636008|http://www.w3.org/2004/02/skos/core#prefLabel|Czech republic
http://snomed.info/id/223636008|http://www.w3.org/2004/02/skos/core#altLabel|Czechia
http://snomed.info/id/223637004|http://www.w3.org/2004/02/skos/core#prefLabel|Germany
http://snomed.info/id/223638009|http://www.w3.org/2004/02/skos/core#prefLabel|Hungary
http://snomed.info/id/223639001|http://www.w3.org/2004/02/skos/core#prefLabel|Liechtenstein
http://snomed.info/id/223640004|http://www.w3.org/2004/02/skos/core#prefLabel|Poland
http://snomed.info/id/223641000|http://www.w3.org/2004/02/skos/core#prefLabel|Slovakia
http://snomed.info/id/223642007|http://www.w3.org/2004/02/skos/core#prefLabel|Switzerland
http://snomed.info/id/223643002|http://www.w3.org/2004/02/skos/core#prefLabel|East European country
http://snomed.info/id/223644008|http://www.w3.org/2004/02/skos/core#prefLabel|Albania
http://snomed.info/id/223645009|http://www.w3.org/2004/02/skos/core#prefLabel|Armenia
http://snomed.info/id/223646005|http://www.w3.org/2004/02/skos/core#prefLabel|Azerbaijan
http://snomed.info/id/223647001|http://www.w3.org/2004/02/skos/core#prefLabel|Belorussia
http://snomed.info/id/223648006|http://www.w3.org/2004/02/skos/core#prefLabel|Bulgaria
http://snomed.info/id/223649003|http://www.w3.org/2004/02/skos/core#prefLabel|Cyprus
http://snomed.info/id/223650003|http://www.w3.org/2004/02/skos/core#prefLabel|Estonia
http://snomed.info/id/223651004|http://www.w3.org/2004/02/skos/core#prefLabel|Greece
http://snomed.info/id/223652006|http://www.w3.org/2004/02/skos/core#prefLabel|Latvia
http://snomed.info/id/223653001|http://www.w3.org/2004/02/skos/core#prefLabel|Lithuania
http://snomed.info/id/223654007|http://www.w3.org/2004/02/skos/core#prefLabel|Republic of Moldova
http://snomed.info/id/223654007|http://www.w3.org/2004/02/skos/core#altLabel|Moldova
http://snomed.info/id/223655008|http://www.w3.org/2004/02/skos/core#prefLabel|Romania
http://snomed.info/id/223657000|http://www.w3.org/2004/02/skos/core#prefLabel|Ukraine
http://snomed.info/id/223658005|http://www.w3.org/2004/02/skos/core#prefLabel|West European country
http://snomed.info/id/223659002|http://www.w3.org/2004/02/skos/core#prefLabel|Andorra
http://snomed.info/id/223660007|http://www.w3.org/2004/02/skos/core#prefLabel|Belgium
http://snomed.info/id/223661006|http://www.w3.org/2004/02/skos/core#prefLabel|Bosnia - Herzegovnia
http://snomed.info/id/223662004|http://www.w3.org/2004/02/skos/core#prefLabel|Croatia
http://snomed.info/id/223663009|http://www.w3.org/2004/02/skos/core#prefLabel|Denmark
http://snomed.info/id/223664003|http://www.w3.org/2004/02/skos/core#prefLabel|England
http://snomed.info/id/223665002|http://www.w3.org/2004/02/skos/core#prefLabel|Finland
http://snomed.info/id/223666001|http://www.w3.org/2004/02/skos/core#prefLabel|France
http://snomed.info/id/223667005|http://www.w3.org/2004/02/skos/core#prefLabel|Iceland
http://snomed.info/id/223668000|http://www.w3.org/2004/02/skos/core#prefLabel|Italy
http://snomed.info/id/223669008|http://www.w3.org/2004/02/skos/core#prefLabel|Luxembourg
http://snomed.info/id/223670009|http://www.w3.org/2004/02/skos/core#prefLabel|Malta
http://snomed.info/id/223671008|http://www.w3.org/2004/02/skos/core#prefLabel|Monaco
http://snomed.info/id/223672001|http://www.w3.org/2004/02/skos/core#prefLabel|Netherlands
http://snomed.info/id/223672001|http://www.w3.org/2004/02/skos/core#altLabel|Holland
http://snomed.info/id/223673006|http://www.w3.org/2004/02/skos/core#prefLabel|Norway
http://snomed.info/id/223674000|http://www.w3.org/2004/02/skos/core#prefLabel|Northern Ireland
http://snomed.info/id/223674000|http://www.w3.org/2004/02/skos/core#altLabel|NI - Northern Ireland
http://snomed.info/id/223675004|http://www.w3.org/2004/02/skos/core#prefLabel|Portugal
http://snomed.info/id/223676003|http://www.w3.org/2004/02/skos/core#prefLabel|Ireland
http://snomed.info/id/223676003|http://www.w3.org/2004/02/skos/core#altLabel|Eire
http://snomed.info/id/223677007|http://www.w3.org/2004/02/skos/core#prefLabel|San Marino
http://snomed.info/id/223678002|http://www.w3.org/2004/02/skos/core#prefLabel|Scotland
http://snomed.info/id/223679005|http://www.w3.org/2004/02/skos/core#prefLabel|Slovenia
http://snomed.info/id/223680008|http://www.w3.org/2004/02/skos/core#prefLabel|Spain
http://snomed.info/id/223681007|http://www.w3.org/2004/02/skos/core#prefLabel|Sweden
http://snomed.info/id/223683005|http://www.w3.org/2004/02/skos/core#prefLabel|Wales
http://snomed.info/id/223684004|http://www.w3.org/2004/02/skos/core#prefLabel|Yugoslavia
http://snomed.info/id/223685003|http://www.w3.org/2004/02/skos/core#prefLabel|North American country
http://snomed.info/id/223686002|http://www.w3.org/2004/02/skos/core#prefLabel|Canada
http://snomed.info/id/223687006|http://www.w3.org/2004/02/skos/core#prefLabel|Mexico
http://snomed.info/id/223688001|http://www.w3.org/2004/02/skos/core#prefLabel|United States of America
http://snomed.info/id/223688001|http://www.w3.org/2004/02/skos/core#altLabel|USA - United States of America
http://snomed.info/id/223689009|http://www.w3.org/2004/02/skos/core#prefLabel|Central American country
http://snomed.info/id/223690000|http://www.w3.org/2004/02/skos/core#prefLabel|Belize
http://snomed.info/id/223691001|http://www.w3.org/2004/02/skos/core#prefLabel|Costa Rica
http://snomed.info/id/223692008|http://www.w3.org/2004/02/skos/core#prefLabel|El Salvador
http://snomed.info/id/223693003|http://www.w3.org/2004/02/skos/core#prefLabel|Guatemala
http://snomed.info/id/223694009|http://www.w3.org/2004/02/skos/core#prefLabel|Honduras
http://snomed.info/id/223695005|http://www.w3.org/2004/02/skos/core#prefLabel|Nicaragua
http://snomed.info/id/223696006|http://www.w3.org/2004/02/skos/core#prefLabel|Panama
http://snomed.info/id/223697002|http://www.w3.org/2004/02/skos/core#prefLabel|Caribbean country
http://snomed.info/id/223698007|http://www.w3.org/2004/02/skos/core#prefLabel|Antigua and Barbuda
http://snomed.info/id/223699004|http://www.w3.org/2004/02/skos/core#prefLabel|The Bahamas
http://snomed.info/id/223699004|http://www.w3.org/2004/02/skos/core#altLabel|Bahamas
http://snomed.info/id/223700003|http://www.w3.org/2004/02/skos/core#prefLabel|Barbados
http://snomed.info/id/223701004|http://www.w3.org/2004/02/skos/core#prefLabel|Cuba
http://snomed.info/id/223702006|http://www.w3.org/2004/02/skos/core#prefLabel|Commonwealth of Dominica
http://snomed.info/id/223702006|http://www.w3.org/2004/02/skos/core#altLabel|Dominica
http://snomed.info/id/223703001|http://www.w3.org/2004/02/skos/core#prefLabel|Dominican Republic
http://snomed.info/id/223704007|http://www.w3.org/2004/02/skos/core#prefLabel|Grenada
http://snomed.info/id/223705008|http://www.w3.org/2004/02/skos/core#prefLabel|Haiti
http://snomed.info/id/223706009|http://www.w3.org/2004/02/skos/core#prefLabel|Jamaica
http://snomed.info/id/223707000|http://www.w3.org/2004/02/skos/core#prefLabel|Puerto Rico
http://snomed.info/id/223708005|http://www.w3.org/2004/02/skos/core#prefLabel|Saint Kitts and Nevis
http://snomed.info/id/223708005|http://www.w3.org/2004/02/skos/core#altLabel|St. Kitts and Nevis
http://snomed.info/id/223709002|http://www.w3.org/2004/02/skos/core#prefLabel|Saint Lucia
http://snomed.info/id/223709002|http://www.w3.org/2004/02/skos/core#altLabel|St. Lucia
http://snomed.info/id/223710007|http://www.w3.org/2004/02/skos/core#prefLabel|Saint Vincent and the Grenadines
http://snomed.info/id/223710007|http://www.w3.org/2004/02/skos/core#altLabel|St. Vincent and the Grenadines
http://snomed.info/id/223711006|http://www.w3.org/2004/02/skos/core#prefLabel|Trinidad and Tobago
http://snomed.info/id/223712004|http://www.w3.org/2004/02/skos/core#prefLabel|South American country
http://snomed.info/id/223713009|http://www.w3.org/2004/02/skos/core#prefLabel|Argentina
http://snomed.info/id/223714003|http://www.w3.org/2004/02/skos/core#prefLabel|Bolivia
http://snomed.info/id/223714003|http://www.w3.org/2004/02/skos/core#altLabel|Plurinational State of Bolivia
http://snomed.info/id/223715002|http://www.w3.org/2004/02/skos/core#prefLabel|Brazil
http://snomed.info/id/223716001|http://www.w3.org/2004/02/skos/core#prefLabel|Chile
http://snomed.info/id/223717005|http://www.w3.org/2004/02/skos/core#prefLabel|Colombia
http://snomed.info/id/223718000|http://www.w3.org/2004/02/skos/core#prefLabel|Ecuador
http://snomed.info/id/223719008|http://www.w3.org/2004/02/skos/core#prefLabel|Guyana
http://snomed.info/id/223719008|http://www.w3.org/2004/02/skos/core#altLabel|Guiana
http://snomed.info/id/223720002|http://www.w3.org/2004/02/skos/core#prefLabel|Paraguay
http://snomed.info/id/223721003|http://www.w3.org/2004/02/skos/core#prefLabel|Peru
http://snomed.info/id/223722005|http://www.w3.org/2004/02/skos/core#prefLabel|Suriname
http://snomed.info/id/223722005|http://www.w3.org/2004/02/skos/core#altLabel|Surinam
http://snomed.info/id/223723000|http://www.w3.org/2004/02/skos/core#prefLabel|Uruguay
http://snomed.info/id/223724006|http://www.w3.org/2004/02/skos/core#prefLabel|Bolivarian Republic of Venezuela
http://snomed.info/id/223724006|http://www.w3.org/2004/02/skos/core#altLabel|Venezuela
http://snomed.info/id/223725007|http://www.w3.org/2004/02/skos/core#prefLabel|Part of country
http://snomed.info/id/223725007|http://www.w3.org/2004/02/skos/core#altLabel|Parts of country
http://snomed.info/id/223727004|http://www.w3.org/2004/02/skos/core#prefLabel|Part of African country
http://snomed.info/id/223727004|http://www.w3.org/2004/02/skos/core#altLabel|Parts of African country
http://snomed.info/id/223728009|http://www.w3.org/2004/02/skos/core#prefLabel|Island in region of Africa
http://snomed.info/id/223728009|http://www.w3.org/2004/02/skos/core#altLabel|Islands in region of Africa
http://snomed.info/id/223729001|http://www.w3.org/2004/02/skos/core#prefLabel|Region of South Africa
http://snomed.info/id/223729001|http://www.w3.org/2004/02/skos/core#altLabel|Regions of South Africa
http://snomed.info/id/223730006|http://www.w3.org/2004/02/skos/core#prefLabel|Cape Province
http://snomed.info/id/223731005|http://www.w3.org/2004/02/skos/core#prefLabel|Natal
http://snomed.info/id/223732003|http://www.w3.org/2004/02/skos/core#prefLabel|Orange Free State
http://snomed.info/id/223733008|http://www.w3.org/2004/02/skos/core#prefLabel|Transvaal
http://snomed.info/id/223735001|http://www.w3.org/2004/02/skos/core#prefLabel|Part of Asian country
http://snomed.info/id/223735001|http://www.w3.org/2004/02/skos/core#altLabel|Parts of Asian country
http://snomed.info/id/223736000|http://www.w3.org/2004/02/skos/core#prefLabel|Islands in region of India
http://snomed.info/id/223737009|http://www.w3.org/2004/02/skos/core#prefLabel|Andaman islands
http://snomed.info/id/223738004|http://www.w3.org/2004/02/skos/core#prefLabel|Laccadive islands
http://snomed.info/id/223738004|http://www.w3.org/2004/02/skos/core#altLabel|Lakshadweep
http://snomed.info/id/223739007|http://www.w3.org/2004/02/skos/core#prefLabel|Nicobar islands
http://snomed.info/id/223740009|http://www.w3.org/2004/02/skos/core#prefLabel|Regions of Indonesia
http://snomed.info/id/223741008|http://www.w3.org/2004/02/skos/core#prefLabel|Bali
http://snomed.info/id/223742001|http://www.w3.org/2004/02/skos/core#prefLabel|Borneo
http://snomed.info/id/223743006|http://www.w3.org/2004/02/skos/core#prefLabel|Irian Jaya
http://snomed.info/id/223744000|http://www.w3.org/2004/02/skos/core#prefLabel|Java
http://snomed.info/id/223745004|http://www.w3.org/2004/02/skos/core#prefLabel|Lesser Sunda island
http://snomed.info/id/223746003|http://www.w3.org/2004/02/skos/core#prefLabel|Timor
http://snomed.info/id/223747007|http://www.w3.org/2004/02/skos/core#prefLabel|Flores
http://snomed.info/id/223748002|http://www.w3.org/2004/02/skos/core#prefLabel|Sumba
http://snomed.info/id/223749005|http://www.w3.org/2004/02/skos/core#prefLabel|Sulawesi
http://snomed.info/id/223749005|http://www.w3.org/2004/02/skos/core#altLabel|Celebes
http://snomed.info/id/223750005|http://www.w3.org/2004/02/skos/core#prefLabel|Sumatera
http://snomed.info/id/223751009|http://www.w3.org/2004/02/skos/core#prefLabel|Regions of Japan
http://snomed.info/id/223752002|http://www.w3.org/2004/02/skos/core#prefLabel|Honshu
http://snomed.info/id/223753007|http://www.w3.org/2004/02/skos/core#prefLabel|Hokkaido
http://snomed.info/id/223754001|http://www.w3.org/2004/02/skos/core#prefLabel|Shikoku
http://snomed.info/id/223755000|http://www.w3.org/2004/02/skos/core#prefLabel|Kyushu
http://snomed.info/id/223756004|http://www.w3.org/2004/02/skos/core#prefLabel|Okinawa
http://snomed.info/id/223757008|http://www.w3.org/2004/02/skos/core#prefLabel|Regions of Malaysia
http://snomed.info/id/223758003|http://www.w3.org/2004/02/skos/core#prefLabel|Peninsular Malaysia
http://snomed.info/id/223759006|http://www.w3.org/2004/02/skos/core#prefLabel|Sabah
http://snomed.info/id/223760001|http://www.w3.org/2004/02/skos/core#prefLabel|Sarawak
http://snomed.info/id/223761002|http://www.w3.org/2004/02/skos/core#prefLabel|Regions of Philippines
http://snomed.info/id/223762009|http://www.w3.org/2004/02/skos/core#prefLabel|Bohol
http://snomed.info/id/223763004|http://www.w3.org/2004/02/skos/core#prefLabel|Cebu
http://snomed.info/id/223764005|http://www.w3.org/2004/02/skos/core#prefLabel|Leyte
http://snomed.info/id/223765006|http://www.w3.org/2004/02/skos/core#prefLabel|Luzon
http://snomed.info/id/223766007|http://www.w3.org/2004/02/skos/core#prefLabel|Masbate
http://snomed.info/id/223767003|http://www.w3.org/2004/02/skos/core#prefLabel|Mindanao
http://snomed.info/id/223768008|http://www.w3.org/2004/02/skos/core#prefLabel|Mindoro
http://snomed.info/id/223769000|http://www.w3.org/2004/02/skos/core#prefLabel|Negros
http://snomed.info/id/223770004|http://www.w3.org/2004/02/skos/core#prefLabel|Palawan
http://snomed.info/id/223771000|http://www.w3.org/2004/02/skos/core#prefLabel|Panay
http://snomed.info/id/223772007|http://www.w3.org/2004/02/skos/core#prefLabel|Samar
http://snomed.info/id/223773002|http://www.w3.org/2004/02/skos/core#prefLabel|Part of Australasian country
http://snomed.info/id/223773002|http://www.w3.org/2004/02/skos/core#altLabel|Parts of Australasian country
http://snomed.info/id/223774008|http://www.w3.org/2004/02/skos/core#prefLabel|Regions of Australia
http://snomed.info/id/223775009|http://www.w3.org/2004/02/skos/core#prefLabel|Australian Capital Territory
http://snomed.info/id/223776005|http://www.w3.org/2004/02/skos/core#prefLabel|New South Wales
http://snomed.info/id/223777001|http://www.w3.org/2004/02/skos/core#prefLabel|Northern Territory
http://snomed.info/id/223778006|http://www.w3.org/2004/02/skos/core#prefLabel|Queensland
http://snomed.info/id/223779003|http://www.w3.org/2004/02/skos/core#prefLabel|South Australia
http://snomed.info/id/223780000|http://www.w3.org/2004/02/skos/core#prefLabel|Tasmania
http://snomed.info/id/223781001|http://www.w3.org/2004/02/skos/core#prefLabel|Victoria
http://snomed.info/id/223782008|http://www.w3.org/2004/02/skos/core#prefLabel|Western Australia
http://snomed.info/id/223783003|http://www.w3.org/2004/02/skos/core#prefLabel|Islands in region of Australia
http://snomed.info/id/223784009|http://www.w3.org/2004/02/skos/core#prefLabel|Regions of New Zealand
http://snomed.info/id/223785005|http://www.w3.org/2004/02/skos/core#prefLabel|North Island
http://snomed.info/id/223787002|http://www.w3.org/2004/02/skos/core#prefLabel|South Island
http://snomed.info/id/223788007|http://www.w3.org/2004/02/skos/core#prefLabel|Part of European country
http://snomed.info/id/223788007|http://www.w3.org/2004/02/skos/core#altLabel|Parts of European country
http://snomed.info/id/223789004|http://www.w3.org/2004/02/skos/core#prefLabel|Counties of Republic of Ireland
http://snomed.info/id/223789004|http://www.w3.org/2004/02/skos/core#altLabel|Counties of Eire
http://snomed.info/id/223790008|http://www.w3.org/2004/02/skos/core#prefLabel|Carlow
http://snomed.info/id/223791007|http://www.w3.org/2004/02/skos/core#prefLabel|Cavan
http://snomed.info/id/223792000|http://www.w3.org/2004/02/skos/core#prefLabel|Clare
http://snomed.info/id/223793005|http://www.w3.org/2004/02/skos/core#prefLabel|Connaught county
http://snomed.info/id/223794004|http://www.w3.org/2004/02/skos/core#prefLabel|Cork - county
http://snomed.info/id/223794004|http://www.w3.org/2004/02/skos/core#altLabel|Cork
http://snomed.info/id/223795003|http://www.w3.org/2004/02/skos/core#prefLabel|Donegal
http://snomed.info/id/223795003|http://www.w3.org/2004/02/skos/core#altLabel|Tirconnel
http://snomed.info/id/223795003|http://www.w3.org/2004/02/skos/core#altLabel|Ulster
http://snomed.info/id/223796002|http://www.w3.org/2004/02/skos/core#prefLabel|Dublin
http://snomed.info/id/223797006|http://www.w3.org/2004/02/skos/core#prefLabel|Galway
http://snomed.info/id/223798001|http://www.w3.org/2004/02/skos/core#prefLabel|Kerry
http://snomed.info/id/223799009|http://www.w3.org/2004/02/skos/core#prefLabel|Kildare
http://snomed.info/id/223800008|http://www.w3.org/2004/02/skos/core#prefLabel|Kilkenny
http://snomed.info/id/223801007|http://www.w3.org/2004/02/skos/core#prefLabel|Laois
http://snomed.info/id/223801007|http://www.w3.org/2004/02/skos/core#altLabel|Leix
http://snomed.info/id/223801007|http://www.w3.org/2004/02/skos/core#altLabel|Queen's County
http://snomed.info/id/223802000|http://www.w3.org/2004/02/skos/core#prefLabel|Leinster
http://snomed.info/id/223803005|http://www.w3.org/2004/02/skos/core#prefLabel|Leitrim
http://snomed.info/id/223804004|http://www.w3.org/2004/02/skos/core#prefLabel|Limerick
http://snomed.info/id/223805003|http://www.w3.org/2004/02/skos/core#prefLabel|Longford
http://snomed.info/id/223806002|http://www.w3.org/2004/02/skos/core#prefLabel|Louth
http://snomed.info/id/223807006|http://www.w3.org/2004/02/skos/core#prefLabel|Mayo
http://snomed.info/id/223808001|http://www.w3.org/2004/02/skos/core#prefLabel|Meath
http://snomed.info/id/223809009|http://www.w3.org/2004/02/skos/core#prefLabel|Monaghan
http://snomed.info/id/223810004|http://www.w3.org/2004/02/skos/core#prefLabel|Munster
http://snomed.info/id/223811000|http://www.w3.org/2004/02/skos/core#prefLabel|Offaly
http://snomed.info/id/223811000|http://www.w3.org/2004/02/skos/core#altLabel|King's County
http://snomed.info/id/223812007|http://www.w3.org/2004/02/skos/core#prefLabel|Roscommon
http://snomed.info/id/223813002|http://www.w3.org/2004/02/skos/core#prefLabel|Sligo
http://snomed.info/id/223814008|http://www.w3.org/2004/02/skos/core#prefLabel|Tipperary
http://snomed.info/id/223815009|http://www.w3.org/2004/02/skos/core#prefLabel|Waterford
http://snomed.info/id/223816005|http://www.w3.org/2004/02/skos/core#prefLabel|Westmeath
http://snomed.info/id/223817001|http://www.w3.org/2004/02/skos/core#prefLabel|Wexford
http://snomed.info/id/223818006|http://www.w3.org/2004/02/skos/core#prefLabel|Wicklow
http://snomed.info/id/223819003|http://www.w3.org/2004/02/skos/core#prefLabel|Islands of Greece
http://snomed.info/id/223819003|http://www.w3.org/2004/02/skos/core#altLabel|Greek islands
http://snomed.info/id/223820009|http://www.w3.org/2004/02/skos/core#prefLabel|Chios
http://snomed.info/id/223821008|http://www.w3.org/2004/02/skos/core#prefLabel|Cos
http://snomed.info/id/223822001|http://www.w3.org/2004/02/skos/core#prefLabel|Crete
http://snomed.info/id/223823006|http://www.w3.org/2004/02/skos/core#prefLabel|Euboea
http://snomed.info/id/223824000|http://www.w3.org/2004/02/skos/core#prefLabel|Ionian island
http://snomed.info/id/223824000|http://www.w3.org/2004/02/skos/core#altLabel|Ionian islands
http://snomed.info/id/223825004|http://www.w3.org/2004/02/skos/core#prefLabel|Cephalonia
http://snomed.info/id/223826003|http://www.w3.org/2004/02/skos/core#prefLabel|Corfu
http://snomed.info/id/223827007|http://www.w3.org/2004/02/skos/core#prefLabel|Paxos
http://snomed.info/id/223828002|http://www.w3.org/2004/02/skos/core#prefLabel|Lefkada
http://snomed.info/id/223828002|http://www.w3.org/2004/02/skos/core#altLabel|Santa Maura
http://snomed.info/id/223829005|http://www.w3.org/2004/02/skos/core#prefLabel|Zante
http://snomed.info/id/223830000|http://www.w3.org/2004/02/skos/core#prefLabel|Lemnos
http://snomed.info/id/223831001|http://www.w3.org/2004/02/skos/core#prefLabel|Lesbos
http://snomed.info/id/223832008|http://www.w3.org/2004/02/skos/core#prefLabel|Rhodes
http://snomed.info/id/223833003|http://www.w3.org/2004/02/skos/core#prefLabel|Skiathos
http://snomed.info/id/223834009|http://www.w3.org/2004/02/skos/core#prefLabel|Skiros
http://snomed.info/id/223835005|http://www.w3.org/2004/02/skos/core#prefLabel|Thasos
http://snomed.info/id/223837002|http://www.w3.org/2004/02/skos/core#prefLabel|Islands in region of Italy
http://snomed.info/id/223838007|http://www.w3.org/2004/02/skos/core#prefLabel|Isle d'Elba
http://snomed.info/id/223839004|http://www.w3.org/2004/02/skos/core#prefLabel|Sardinia
http://snomed.info/id/223840002|http://www.w3.org/2004/02/skos/core#prefLabel|Islands of Netherlands
http://snomed.info/id/223841003|http://www.w3.org/2004/02/skos/core#prefLabel|Islands in region of Portugal
http://snomed.info/id/223842005|http://www.w3.org/2004/02/skos/core#prefLabel|Azores
http://snomed.info/id/223843000|http://www.w3.org/2004/02/skos/core#prefLabel|Madeira
http://snomed.info/id/223844006|http://www.w3.org/2004/02/skos/core#prefLabel|Islands in region of Spain
http://snomed.info/id/223845007|http://www.w3.org/2004/02/skos/core#prefLabel|Balearic islands
http://snomed.info/id/223846008|http://www.w3.org/2004/02/skos/core#prefLabel|Formentera
http://snomed.info/id/223847004|http://www.w3.org/2004/02/skos/core#prefLabel|Ibiza
http://snomed.info/id/223848009|http://www.w3.org/2004/02/skos/core#prefLabel|Mallorca
http://snomed.info/id/223848009|http://www.w3.org/2004/02/skos/core#altLabel|Majorca
http://snomed.info/id/223849001|http://www.w3.org/2004/02/skos/core#prefLabel|Menorca
http://snomed.info/id/223849001|http://www.w3.org/2004/02/skos/core#altLabel|Minorca
http://snomed.info/id/223850001|http://www.w3.org/2004/02/skos/core#prefLabel|Islands of Spain
http://snomed.info/id/223851002|http://www.w3.org/2004/02/skos/core#prefLabel|Regions of France
http://snomed.info/id/223852009|http://www.w3.org/2004/02/skos/core#prefLabel|Overseas Departments of France
http://snomed.info/id/223852009|http://www.w3.org/2004/02/skos/core#altLabel|French overseas region
http://snomed.info/id/223853004|http://www.w3.org/2004/02/skos/core#prefLabel|French Guiana
http://snomed.info/id/223854005|http://www.w3.org/2004/02/skos/core#prefLabel|Islands in region of France
http://snomed.info/id/223855006|http://www.w3.org/2004/02/skos/core#prefLabel|Corsica
http://snomed.info/id/223856007|http://www.w3.org/2004/02/skos/core#prefLabel|Islands of France
http://snomed.info/id/223857003|http://www.w3.org/2004/02/skos/core#prefLabel|Devil's island
http://snomed.info/id/223858008|http://www.w3.org/2004/02/skos/core#prefLabel|Isles du Salut
http://snomed.info/id/223859000|http://www.w3.org/2004/02/skos/core#prefLabel|Regions of United Kingdom of Great Britain and Northern Ireland
http://snomed.info/id/223860005|http://www.w3.org/2004/02/skos/core#prefLabel|United Kingdom of Great Britain and Northern Ireland
http://snomed.info/id/223860005|http://www.w3.org/2004/02/skos/core#altLabel|UK - United Kingdom of Great Britain and Northern Ireland
http://snomed.info/id/223861009|http://www.w3.org/2004/02/skos/core#prefLabel|Great Britain
http://snomed.info/id/223861009|http://www.w3.org/2004/02/skos/core#altLabel|GB - Great Britain
http://snomed.info/id/223862002|http://www.w3.org/2004/02/skos/core#prefLabel|Regions of England
http://snomed.info/id/223863007|http://www.w3.org/2004/02/skos/core#prefLabel|English counties
http://snomed.info/id/223864001|http://www.w3.org/2004/02/skos/core#prefLabel|Avon
http://snomed.info/id/223865000|http://www.w3.org/2004/02/skos/core#prefLabel|Bedfordshire
http://snomed.info/id/223865000|http://www.w3.org/2004/02/skos/core#altLabel|Beds - Bedfordshire
http://snomed.info/id/223866004|http://www.w3.org/2004/02/skos/core#prefLabel|Berkshire
http://snomed.info/id/223866004|http://www.w3.org/2004/02/skos/core#altLabel|Berks - Berkshire
http://snomed.info/id/223867008|http://www.w3.org/2004/02/skos/core#prefLabel|Buckinghamshire
http://snomed.info/id/223867008|http://www.w3.org/2004/02/skos/core#altLabel|Bucks - Buckinghamshire
http://snomed.info/id/223868003|http://www.w3.org/2004/02/skos/core#prefLabel|Cambridgeshire
http://snomed.info/id/223868003|http://www.w3.org/2004/02/skos/core#altLabel|Cambs - Cambridgeshire
http://snomed.info/id/223869006|http://www.w3.org/2004/02/skos/core#prefLabel|Cheshire
http://snomed.info/id/223869006|http://www.w3.org/2004/02/skos/core#altLabel|Ches - Cheshire
http://snomed.info/id/223870007|http://www.w3.org/2004/02/skos/core#prefLabel|Cleveland
http://snomed.info/id/223871006|http://www.w3.org/2004/02/skos/core#prefLabel|Cornwall
http://snomed.info/id/223872004|http://www.w3.org/2004/02/skos/core#prefLabel|Cumbria
http://snomed.info/id/223873009|http://www.w3.org/2004/02/skos/core#prefLabel|Derbyshire
http://snomed.info/id/223873009|http://www.w3.org/2004/02/skos/core#altLabel|Derbys - Derbyshire
http://snomed.info/id/223874003|http://www.w3.org/2004/02/skos/core#prefLabel|Devonshire
http://snomed.info/id/223874003|http://www.w3.org/2004/02/skos/core#altLabel|Devon
http://snomed.info/id/223875002|http://www.w3.org/2004/02/skos/core#prefLabel|Dorsetshire
http://snomed.info/id/223875002|http://www.w3.org/2004/02/skos/core#altLabel|Dorset
http://snomed.info/id/223876001|http://www.w3.org/2004/02/skos/core#prefLabel|Durham
http://snomed.info/id/223877005|http://www.w3.org/2004/02/skos/core#prefLabel|East Sussex
http://snomed.info/id/223877005|http://www.w3.org/2004/02/skos/core#altLabel|E Ssx - East Sussex
http://snomed.info/id/223877005|http://www.w3.org/2004/02/skos/core#altLabel|E Sussex - East Sussex
http://snomed.info/id/223878000|http://www.w3.org/2004/02/skos/core#prefLabel|Essex
http://snomed.info/id/223878000|http://www.w3.org/2004/02/skos/core#altLabel|Esx - Essex
http://snomed.info/id/223879008|http://www.w3.org/2004/02/skos/core#prefLabel|Gloucestershire
http://snomed.info/id/223879008|http://www.w3.org/2004/02/skos/core#altLabel|Glos - Gloucestershire
http://snomed.info/id/223880006|http://www.w3.org/2004/02/skos/core#prefLabel|Greater London
http://snomed.info/id/223881005|http://www.w3.org/2004/02/skos/core#prefLabel|Greater Manchester
http://snomed.info/id/223882003|http://www.w3.org/2004/02/skos/core#prefLabel|Hampshire
http://snomed.info/id/223882003|http://www.w3.org/2004/02/skos/core#altLabel|Hants - Hampshire
http://snomed.info/id/223883008|http://www.w3.org/2004/02/skos/core#prefLabel|Hereford and Worcester
http://snomed.info/id/223883008|http://www.w3.org/2004/02/skos/core#altLabel|H and W - Hereford and Worcester
